Blank,District Name,State Name [District] Latest available year,State,NCES ID,Total Schools,Lowest Grade Offered,Highest Grade Offered,Total Students,Phone,Zip,City
,OGDEN CITY DISTRICT,Utah,UT,4900720,25,Prekindergarten,12th Grade,10710,8017377300,84401,Ogden
,OGDEN COMM SCHOOL DISTRICT,Iowa,IA,1921660,3,Prekindergarten,12th Grade,729,5152752894,50212,Ogden
,OGDEN PREPARATORY ACADEMY,Utah,UT,4900058,1,Kindergarten,9th Grade,1037,8016272066,84404,OGDEN
,OGDENSBURG BOROUGH SCHOOL DISTRICT,New Jersey,NJ,3412150,1,Prekindergarten,8th Grade,255,9738277126,7439,Ogdensburg
,OGDENSBURG CITY SCHOOL DISTRICT,New York,NY,3621660,3,Prekindergarten,12th Grade,1513,3153930900,13669,OGDENSBURG
,OGILVIE PUBLIC SCHOOL DISTRICT,Minnesota,MN,2723970,3,Prekindergarten,12th Grade,485,3202725000,56358,OGILVIE
,OGLALA LAKOTA COUNTY 65-1,South Dakota,SD,4665460,6,Prekindergarten,12th Grade,1807,6052881921,57716,Batesland
,OGLE CO EDUCATION COOPERATIVE,Illinois,IL,1700081,2,Kindergarten,12th Grade,–,8152342722,61010,Byron
,OGLESBY ESD 125,Illinois,IL,1729670,2,Prekindergarten,8th Grade,467,8158839297,61348,Oglesby
,OGLESBY ISD,Texas,TX,4833420,1,Prekindergarten,12th Grade,185,2544562271,76561,OGLESBY
,OGLETHORPE COUNTY,Georgia,GA,1303990,4,Prekindergarten,12th Grade,2135,7067438128,30648,Lexington
,OHIO & WABASH VALLEY REG VOC SYS,Illinois,IL,1700265,0,–,–,†,6183782274,62869,Norris City
,OHIO CCSD 17,Illinois,IL,1729700,1,Kindergarten,8th Grade,72,8153764414,61349,Ohio
,OHIO CENTRAL SCHOOL SYSTEM,Ohio,OH,3900238,0,†,†,0,6147281923,43228,Columbus
,OHIO CHSD 505,Illinois,IL,1729730,1,9th Grade,12th Grade,32,8153762934,61349,Ohio
,OHIO COLLEGE PREPARATORY SCHOOL,Ohio,OH,3901487,1,Kindergarten,8th Grade,302,2164534550,44137,Maple Heights
,OHIO CONNECTIONS ACADEMY INC,Ohio,OH,3900250,1,Kindergarten,12th Grade,5709,5134869120,44114,Cleveland
,OHIO CONSTRUCTION ACADEMY,Ohio,OH,3901530,1,9th Grade,12th Grade,88,8776446338,43219,Columbus
,OHIO COUNTY,Kentucky,KY,2104500,10,Prekindergarten,12th Grade,4080,2702983249,42347,Hartford
,OHIO COUNTY SCHOOLS,West Virginia,WV,5401050,13,Prekindergarten,12th Grade,5064,3042430300,26003,WHEELING
,OHIO DIGITAL LEARNING SCHOOL,OHIO,OH,3901615,1,9th Grade,12th Grade,548,4197409007,43537,Maumee
,OHIO HI-POINT CAREER CENTER,Ohio,OH,3905133,1,6th Grade,12th Grade,0,9375993010,43311,Bellefontaine
,OHIO SCHOOL FOR THE BLIND,Ohio,OH,3900002,2,Prekindergarten,12th Grade,122,6147521152,43214,Columbus
,OHIO SCHOOL FOR THE DEAF,Ohio,OH,3900001,3,Prekindergarten,12th Grade,146,6147281556,43214,Columbus
,OHIO VALLEY EDUCATIONAL COOPERATIVE,Kentucky,KY,2100099,0,†,†,†,5026473533,40066,Shelbyville
,OHIO VALLEY ESC,Ohio,OH,3900014,0,Prekindergarten,Prekindergarten,0,7404393558,43725,Cambridge
,OHIO VIRTUAL ACADEMY,Ohio,OH,3900180,1,Kindergarten,12th Grade,21049,4194820948,43537,Maumee
,OIL CITY AREA SD,Pennsylvania,PA,4218090,5,Kindergarten,12th Grade,1848,8146761867,16301,Oil City
,OILTON,Oklahoma,OK,4022560,2,Prekindergarten,12th Grade,251,9188620389,74052,Oilton
,OJAI UNIFIED,California,CA,628270,9,Kindergarten,12th Grade,2329,8056404300,93024,Ojai
,OJIBWE CHARTER SCHOOL,Michigan,MI,2600285,1,Kindergarten,12th Grade,122,9062488600,49715,BRIMLEY
,OKALOOSA,Florida,FL,1201380,52,Prekindergarten,12th Grade,31614,8508333100,32548,FORT WALTON BEACH
,OKANOGAN SCHOOL DISTRICT,Washington,WA,5306150,6,Kindergarten,12th Grade,1107,5094223629,98840,OKANOGAN
,OKARCHE,Oklahoma,OK,4022590,3,Prekindergarten,12th Grade,387,4052637300,73762,Okarche
,OKAW REGIONAL VOC SYSTEM,Illinois,IL,1700292,0,9th Grade,12th Grade,–,6188265471,62233,Chester
,OKAW VALLEY CUSD 302,Illinois,IL,1700223,3,Prekindergarten,12th Grade,501,2176653232,61914,Bethany
,OKAY,Oklahoma,OK,4022620,2,Prekindergarten,12th Grade,340,9186820371,74446,Okay
,OKEECHOBEE,Florida,FL,1201410,19,Prekindergarten,12th Grade,6263,8634625000,34974,OKEECHOBEE
,OKEENE,Oklahoma,OK,4022650,3,Prekindergarten,12th Grade,319,5808223268,73763,Okeene
,OKEFENOKEE RESA,Georgia,GA,1300021,0,†,†,†,9122856151,31503,Waycross
,OKEMAH,Oklahoma,OK,4006850,4,Prekindergarten,12th Grade,683,9186231874,74859,Okemah
,OKEMOS PUBLIC SCHOOLS,Michigan,MI,2626280,7,Prekindergarten,12th Grade,4532,5177065007,48864,OKEMOS
,OKLAHOMA CITY,Oklahoma,OK,4022770,59,Prekindergarten,12th Grade,31026,4055870000,73111,Oklahoma City
,OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA,OK,4000786,3,Kindergarten,12th Grade,1779,9189773287,74006,BARTLESVILLE
,OKLAHOMA INFO AND TECH SCHOOL,OKLAHOMA,OK,4000806,1,6th Grade,7th Grade,25,4056050201,73131,Oklahoma City
,OKLAHOMA SCHOOL FOR THE BLIND,Oklahoma,OK,4000076,3,Prekindergarten,12th Grade,78,9187818200,74403,MUSKOGEE
,OKLAHOMA SCHOOL FOR THE DEAF,Oklahoma,OK,4000075,2,Prekindergarten,12th Grade,111,5806224900,73086,Sulphur
,OKLAHOMA UNION,Oklahoma,OK,4000021,3,Prekindergarten,12th Grade,634,9182556550,74072,South Coffeyville
,OKLAHOMA VIRTUAL CHARTER ACAD,Oklahoma,OK,4000778,3,Prekindergarten,12th Grade,4011,4052599478,73130,Midwest City
,OKLAHOMA YOUTH ACADEMY,OKLAHOMA,OK,4000789,4,6th Grade,12th Grade,63,4055302882,73118,Oklahoma City
,OKMULGEE,Oklahoma,OK,4022800,3,Prekindergarten,12th Grade,1117,9187582000,74447,Okmulgee
,OKOBOJI COMM SCHOOL DISTRICT,Iowa,IA,1900021,3,Prekindergarten,12th Grade,1192,7123384757,51351,Milford
,OKOLONA SEPARATE SCHOOL DIST,Mississippi,MS,2803390,4,Kindergarten,12th Grade,547,6624472353,38860,OKOLONA
,OKTAHA,Oklahoma,OK,4022830,2,Prekindergarten,12th Grade,656,9186877556,74450,Oktaha
,OLATHE,Kansas,KS,2010140,51,Prekindergarten,12th Grade,29128,9137807000,66063,Olathe
,OLD ADOBE UNION,California,CA,628320,5,Kindergarten,6th Grade,1902,7077654322,94954,Petaluma
,OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3409270,14,Kindergarten,12th Grade,8058,7325661000,7747,Matawan
,OLD BROOK HIGH SCHOOL,Ohio,OH,3901411,1,9th Grade,12th Grade,196,4403193370,44109,Cleveland
,OLD COLONY REGIONAL VOCATIONAL TECHNICAL,Massachusetts,MA,2509140,1,9th Grade,12th Grade,563,5087638011,2770,Rochester
,OLD DOM JOB CORP,Virginia,VA,5100253,0,Ungraded,Ungraded,0,4349294081,24574,Monroe
,OLD FORGE SD,Pennsylvania,PA,4218120,2,Kindergarten,12th Grade,939,5704576721,18518,Old Forge
,OLD FORT LOCAL,Ohio,OH,3910021,2,Kindergarten,12th Grade,652,4199924291,44883,Tiffin
,OLD MAIN STREAM,NORTH CAROLINA,NC,3700474,0,–,–,†,9107345025,28372,Pembroke
,OLD MISSION PENINSULA SCHOOL,MICHIGAN,MI,2601119,1,Kindergarten,6th Grade,157,2312520225,49686,TRAVERSE CITY
,OLD NATIONAL TRAIL SPEC SERV COOP,Indiana,IN,1800078,0,12th Grade,12th Grade,0,7656532781,46135,Greencastle
,OLD REDFORD ACADEMY,Michigan,MI,2600242,3,Prekindergarten,12th Grade,1246,3137667615,48219,DETROIT
,OLD ROCHESTER,Massachusetts,MA,2509150,2,7th Grade,12th Grade,1130,5087582772,2739,Mattapoisett
,OLD SAYBROOK SCHOOL DISTRICT,Connecticut,CT,903180,3,Prekindergarten,12th Grade,1070,8603953157,6475,Old Saybrook
,OLD STURBRIDGE ACADEMY CHARTER PUBLIC SCHOOL (DISTRICT),MASSACHUSETTS,MA,2500587,1,Kindergarten,6th Grade,280,7749221840,1566,Sturbridge
,OLD TAPPAN PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3412180,2,Prekindergarten,8th Grade,656,2016641421,7675,Old Tappan
,OLD TOWN ACADEMY K-8 CHARTER DISTRICT,CALIFORNIA,CA,602002,1,Kindergarten,8th Grade,249,6195746225,92110,San Diego
,OLDHAM - RAMONA SCHOOL DISTRICT 39-5,South Dakota,SD,4601027,5,Prekindergarten,12th Grade,163,6054828244,57054,Ramona
,OLDHAM COUNTY,Kentucky,KY,2104530,22,Prekindergarten,12th Grade,12416,5022413500,40014,Buckner
,OLDMANS TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3412210,1,Prekindergarten,8th Grade,279,8562994240,8067,PEDRICKTOWN
,OLEAN CITY SCHOOL DISTRICT,New York,NY,3621720,4,Prekindergarten,12th Grade,1991,7163758055,14760,OLEAN
,OLENTANGY LOCAL,Ohio,OH,3904676,26,Prekindergarten,12th Grade,22089,7406574050,43035,Lewis Center
,OLEY VALLEY SD,Pennsylvania,PA,4218150,3,Kindergarten,12th Grade,1501,6109874100,19547,Oley
,OLFEN ISD,Texas,TX,4833570,3,Prekindergarten,12th Grade,142,3254424301,76875,ROWENA
,OLIN CONSOLIDATED SCHOOL DISTRICT,Iowa,IA,1921720,1,Prekindergarten,12th Grade,91,3194842170,52320,Olin
,OLIVE,Oklahoma,OK,4022860,2,Prekindergarten,12th Grade,248,9183529567,74030,Drumright
,OLIVE GROVE CHARTER - BUELLTON DISTRICT,CALIFORNIA,CA,601501,1,Kindergarten,12th Grade,48,8056231111,93454,Buellton
,OLIVE GROVE CHARTER - LOMPOC DISTRICT,CALIFORNIA,CA,602132,1,Kindergarten,12th Grade,133,8056231111,93454,Lompoc
,OLIVE GROVE CHARTER - ORCUTT/SANTA MARIA DISTRICT,CALIFORNIA,CA,602042,1,Kindergarten,12th Grade,240,8056231111,93454,Orcutt
,OLIVE GROVE CHARTER - SANTA BARBARA DISTRICT,CALIFORNIA,CA,602480,1,Kindergarten,12th Grade,159,8056231111,93454,Santa Barbara
,OLIVER-MERCER SPECIAL ED UNIT,North Dakota,ND,3880300,0,†,†,0,7017486383,58545,Hazen
,OLIVET COMMUNITY SCHOOLS,Michigan,MI,2626370,3,Prekindergarten,12th Grade,1298,2697499129,49076,OLIVET
,OLIVET ELEMENTARY CHARTER DISTRICT,CALIFORNIA,CA,601924,1,Kindergarten,6th Grade,316,7075223045,95401,Santa Rosa
,OLMSTED FALLS CITY,Ohio,OH,3904657,5,Prekindergarten,12th Grade,3509,4404276000,44138,Olmsted Falls
,OLNEY CHARTER HIGH SCHOOL,Pennsylvania,PA,4200843,1,9th Grade,12th Grade,1753,2154563014,19140,Philadelphia
,OLNEY ISD,Texas,TX,4833630,3,Prekindergarten,12th Grade,707,9405643519,76374,OLNEY
,OLNEY-BISSELL ELEM,Montana,MT,3010950,2,Prekindergarten,8th Grade,82,4068622828,59937,Whitefish
,OLTON ISD,Texas,TX,4833660,3,Prekindergarten,12th Grade,596,8062852641,79064,OLTON
,OLUSTEE-ELDORADO,OKLAHOMA,OK,4000797,2,Prekindergarten,12th Grade,180,5806482243,73560,Olustee
,OLYMPIA CUSD 16,Illinois,IL,1729890,5,Prekindergarten,12th Grade,1722,3093796011,61774,Stanford
,OLYMPIA SCHOOL DISTRICT,Washington,WA,5306180,21,Prekindergarten,12th Grade,9492,3605966100,98506,OLYMPIA
,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,Washington,WA,5300007,2,7th Grade,12th Grade,7,3604790993,98312,BREMERTON
,OMAHA HOME FOR BOYS SCHOOL,NEBRASKA,NE,3100186,1,†,†,–,4024577155,68104,OMAHA
,OMAHA PUBLIC SCHOOLS,Nebraska,NE,3174820,111,Prekindergarten,12th Grade,51914,5312990220,68131,OMAHA
,OMAHA SCHOOL DISTRICT,Arkansas,AR,510920,2,Prekindergarten,12th Grade,396,8704263366,72662,OMAHA
,OMAK SCHOOL DISTRICT,Washington,WA,5306220,8,Prekindergarten,12th Grade,8312,5098260320,98841,OMAK
,OMBUDSMAN EDUCATIONAL SERVICES LTD A SUBSIDIARY  (90326),Arizona,AZ,400811,0,–,–,†,8008339235,85032,LIBERTYVILLE
,OMBUDSMAN EDUCATIONAL SERVICES LTD.A SUBSIDIARY  (4323),Arizona,AZ,400103,7,6th Grade,12th Grade,1663,6028402997,60048,Glendale
,OMEGA ALPHA ACADEMY (79503),Arizona,AZ,400284,1,Kindergarten,12th Grade,278,5208051261,85607,DOUGLAS
,OMRO SCHOOL DISTRICT,Wisconsin,WI,5510980,4,Prekindergarten,12th Grade,1073,9206855666,54963,Omro
,ONAGA-HAVENSVILLE-WHEATON,Kansas,KS,2010170,2,Prekindergarten,12th Grade,308,7858894614,66521,Onaga
,ONALASKA ISD,Texas,TX,4833690,2,Prekindergarten,12th Grade,1180,9366461000,77360,ONALASKA
,ONALASKA SCHOOL DISTRICT,Wisconsin,WI,5511010,6,Prekindergarten,12th Grade,3056,6087819700,54650,Onalaska
,ONALASKA SCHOOL DISTRICT,Washington,WA,5306240,3,Prekindergarten,12th Grade,832,3609784111,98570,ONALASKA
,ONAMIA PUBLIC SCHOOL DISTRICT,Minnesota,MN,2725050,5,Prekindergarten,12th Grade,586,3205324174,56359,ONAMIA
,ONAWAY AREA COMMUNITY SCHOOL DISTRICT,Michigan,MI,2626400,3,Prekindergarten,12th Grade,539,9897334950,49765,ONAWAY
,ONE CITY EXPEDITIONARY ELEMENTARY SCHOOL AGENCY,WISCONSIN,WI,5500083,1,Prekindergarten,2nd Grade,134,6082688004,53713,Madison
,ONE.CHARTER DISTRICT,CALIFORNIA,CA,602340,1,Kindergarten,12th Grade,689,2094689079,95213,Stockton
,ONEIDA,Tennessee,TN,4703300,3,Prekindergarten,12th Grade,1284,4235698912,37841,Oneida
,ONEIDA CITY SCHOOL DISTRICT,New York,NY,3600013,6,Prekindergarten,12th Grade,1882,3153632550,13421,ONEIDA
,ONEIDA COUNTY DISTRICT,Idaho,ID,1602490,5,Prekindergarten,12th Grade,7809,2087664701,83252,MALAD
,ONEIDA TOWNSHIP S/D #3,Michigan,MI,2626430,1,Kindergarten,6th Grade,28,5176221415,48837,GRAND LEDGE
,ONEIDA-HERKIMER-MADISON BOCES,New York,NY,3680560,1,Kindergarten,12th Grade,0,3157938560,13413,NEW HARTFORD
,ONEKAMA CONSOLIDATED SCHOOLS,Michigan,MI,2626490,1,Kindergarten,12th Grade,326,2318894251,49675,ONEKAMA
,ONEONTA CITY,Alabama,AL,102550,3,Kindergarten,12th Grade,1434,2055431515,35121,Oneonta
,ONEONTA CITY SCHOOL DISTRICT,New York,NY,3621780,5,Kindergarten,12th Grade,1656,6074338200,13820,ONEONTA
,ONION CREEK SCHOOL DISTRICT,Washington,WA,5306270,1,Prekindergarten,8th Grade,43,5097324240,99114,COLVILLE
,ONLINE SCHOOL OF ARIZONA (1001719),ARIZONA,AZ,401013,0,–,–,†,6236863276,85255,Tucson
,ONONDAGA CENTRAL SCHOOL DISTRICT,New York,NY,3621810,3,Prekindergarten,12th Grade,849,3155525000,13120,NEDROW
,ONONDAGA-CORTLAND-MADISON BOCES,New York,NY,3680580,1,Kindergarten,12th Grade,0,3154332602,13211,SYRACUSE
,ONSLOW COUNTY SCHOOLS,North Carolina,NC,3703450,37,Prekindergarten,12th Grade,26269,9104552211,28541,Jacksonville
,ONSTED COMMUNITY SCHOOLS,Michigan,MI,2626520,3,Prekindergarten,12th Grade,1271,5174672173,49265,ONSTED
,ONTARIO LOCAL,Ohio,OH,3904947,3,Prekindergarten,12th Grade,1884,4197474311,44906,Ontario
,ONTARIO SD 8C,Oregon,OR,4109270,7,Prekindergarten,12th Grade,2331,5418895374,97914,Ontario
,ONTARIO-MONTCLAIR,California,CA,628470,32,Kindergarten,8th Grade,19286,9094592500,91762,Ontario
,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES,New York,NY,3680600,1,Kindergarten,12th Grade,0,3153327284,14513,NEWARK
,ONTECH CHARTER HIGH SCHOOL,NEW YORK,NY,3601174,1,9th Grade,11th Grade,208,3153960558,13204,SYRACUSE
,ONTEORA CENTRAL SCHOOL DISTRICT,New York,NY,3621840,5,Kindergarten,12th Grade,1243,8456578851,12412,BOICEVILLE
,ONTONAGON AREA SCHOOL DISTRICT,Michigan,MI,2626550,1,Prekindergarten,12th Grade,268,9068130614,49953,ONTONAGON
,OOLOGAH-TALALA,Oklahoma,OK,4023040,4,Prekindergarten,12th Grade,1690,9184436079,74053,Oologah
,OOSTBURG SCHOOL DISTRICT,Wisconsin,WI,5511070,3,Prekindergarten,12th Grade,1024,9205642346,53070,Oostburg
,OPDYKE-BELLE-RIVE CCSD 5,Illinois,IL,1705570,1,Prekindergarten,8th Grade,148,6187562492,62872,Opdyke
,OPELIKA CITY,Alabama,AL,102580,9,Prekindergarten,12th Grade,4714,3347459700,36801,Opelika
,OPEN CLASSROOM,Utah,UT,4900118,1,Kindergarten,8th Grade,323,8015788144,84103,SALT LAKE CITY
,OPEN DOOR CHARTER DISTRICT,CALIFORNIA,CA,602528,1,9th Grade,12th Grade,27,8318408199,93901,Salinas
,OPEN DOORS COMMUNITY SCHOOL INC. (91238),Arizona,AZ,400868,1,Kindergarten,8th Grade,124,5207449595,85653,Marana
,OPHEIM K-12 SCHOOLS,Montana,MT,3019740,3,Prekindergarten,12th Grade,37,4067623213,59250,Opheim
,OPP CITY,Alabama,AL,102610,3,Prekindergarten,12th Grade,1275,3344933173,36467,Opp
,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,New York,NY,3601107,2,Prekindergarten,12th Grade,753,5185687280,13452,ST JOHNSVILLE
,OPPORTUNITIES ACADEMY,LOUISIANA,LA,2200309,1,12th Grade,12th Grade,66,5045030008,70113,New Orleans
,OPPORTUNITIES FOR LEARNING - BALDWIN PARK DISTRICT,CALIFORNIA,CA,601733,1,7th Grade,12th Grade,3161,6268140161,91706,Irwindale
,OPPORTUNITIES FOR LEARNING - CAPISTRANO DISTRICT,CALIFORNIA,CA,602311,1,Kindergarten,12th Grade,139,9492481282,91107,San Juan Capistrano
,OPPORTUNITIES FOR LEARNING - DUARTE DISTRICT,CALIFORNIA,CA,601825,1,Kindergarten,12th Grade,123,6263032113,91706,Duarte
,OPPORTUNITIES FOR LEARNING - SANTA CLARITA DISTRICT,CALIFORNIA,CA,601579,1,7th Grade,12th Grade,591,6616070153,91107,Valencia
,OPPORTUNITY CHARTER SCHOOL,New York,NY,3600109,1,6th Grade,12th Grade,448,2128666137,10026,NEW YORK
,OPTIMA,Oklahoma,OK,4023070,1,Prekindergarten,6th Grade,50,5803386712,73945,Optima
,OPTIONS CHARTER SCHOOLS,Indiana,IN,1800016,3,6th Grade,12th Grade,644,3178152098,46032,Carmel
,OPTIONS FOR YOUTH - DUARTE INC DISTRICT,CALIFORNIA,CA,602502,1,7th Grade,12th Grade,877,6262042500,91744,City Of Industry
,OPTIONS FOR YOUTH SAN GABRIEL DISTRICT,CALIFORNIA,CA,602398,1,7th Grade,12th Grade,560,6262820390,91107,San Gabriel
,OPTIONS FOR YOUTH-ACTON DISTRICT,CALIFORNIA,CA,601500,1,7th Grade,12th Grade,1776,9094290482,91107,Fontana
,OPTIONS FOR YOUTH-SAN BERNARDINO DISTRICT,CALIFORNIA,CA,601870,1,7th Grade,12th Grade,951,6266859300,91107,San Bernardino
,OPTIONS FOR YOUTH-SAN JUAN DISTRICT,CALIFORNIA,CA,601794,1,7th Grade,12th Grade,841,6269218200,91107,Carmichael
,OPTIONS FOR YOUTH-VICTORVILLE CHARTER DISTRICT,CALIFORNIA,CA,602359,1,7th Grade,12th Grade,847,7602418300,91706,Victorville
,ORACLE ELEMENTARY DISTRICT (4444),Arizona,AZ,405640,1,Prekindergarten,8th Grade,366,5208963071,85623,ORACLE
,ORADELL PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3412240,1,Prekindergarten,6th Grade,751,2012611180,7649,Oradell
,ORAN R-III,Missouri,MO,2923130,2,Kindergarten,12th Grade,328,5732622330,63771,ORAN
,ORANGE,Florida,FL,1201440,264,Prekindergarten,12th Grade,199089,4073173200,32801,ORLANDO
,ORANGE,Massachusetts,MA,2509180,2,Prekindergarten,6th Grade,465,9785442920,1364,Orange
,ORANGE BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,NJ,3412270,12,Prekindergarten,12th Grade,5629,9736774000,7050,ORANGE
,ORANGE CENTER,California,CA,628530,1,Kindergarten,12th Grade,295,5592370437,93706,Fresno
,ORANGE CITY,Ohio,OH,3910016,4,Prekindergarten,12th Grade,2042,2168318600,44124,Cleveland
,ORANGE CO PBLC SCHS,Virginia,VA,5102820,11,Prekindergarten,12th Grade,4904,5406614550,22960,Orange
,ORANGE COUNTY ACADEMY OF SCIENCES AND ARTS DISTRICT,CALIFORNIA,CA,602243,1,Kindergarten,8th Grade,281,9492693290,92677,Laguna Niguel
,ORANGE COUNTY CLASSICAL ACADEMY DISTRICT,CALIFORNIA,CA,602535,1,Kindergarten,12th Grade,360,9167059538,92869,Orange
,ORANGE COUNTY DEPARTMENT OF EDUCATION,California,CA,691024,5,Kindergarten,12th Grade,2773,7149664000,92628,Costa Mesa
,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY DISTRICT,CALIFORNIA,CA,602245,1,Kindergarten,8th Grade,625,7145582787,92701,Santa Ana
,ORANGE COUNTY SCHOOLS,North Carolina,NC,3703480,13,Prekindergarten,12th Grade,7074,9197328126,27278,Hillsborough
,ORANGE COUNTY WORKFORCE INNOVATION HIGH DISTRICT,CALIFORNIA,CA,601611,1,9th Grade,12th Grade,250,7145762714,92801,Anaheim
,ORANGE EAST SUPERVISORY UNION,Vermont,VT,5099927,0,†,†,†,8022225216,5033,Bradford
,ORANGE GROVE ISD,Texas,TX,4833720,4,Prekindergarten,12th Grade,1714,3613842495,78372,ORANGE GROVE
,ORANGE SCHOOL DISTRICT,Connecticut,CT,903210,4,Prekindergarten,6th Grade,1232,2038918020,6477,Orange
,ORANGE SOUTHWEST SUPERVISORY UNION,Vermont,VT,5099928,0,†,†,†,8027285052,5060,Randolph
,ORANGE SOUTHWEST UNIFIED SCHOOL DISTRICT,VERMONT,VT,5000400,5,Prekindergarten,12th Grade,846,8027285052,5060,Randolph
,ORANGE UNIFIED,California,CA,628650,41,Kindergarten,12th Grade,25420,7146284000,92856,Orange
,ORANGE-ULSTER BOCES,New York,NY,3680620,1,Kindergarten,12th Grade,0,8452910110,10924,GOSHEN
,ORANGEBURG,SOUTH CAROLINA,SC,4503910,29,Prekindergarten,12th Grade,11739,8035345454,29118,Orangeburg
,ORANGEBURG 80,South Carolina,SC,4500008,1,9th Grade,12th Grade,0,8035347661,29038,Cope
,ORANGEFIELD ISD,Texas,TX,4833780,3,Prekindergarten,12th Grade,1791,4097355337,77639,ORANGEFIELD
,ORANGEVILLE CUSD 203,Illinois,IL,1730060,3,Prekindergarten,12th Grade,326,8157894289,61060,Orangeville
,ORCAS ISLAND SCHOOL DISTRICT,Washington,WA,5306300,6,Kindergarten,12th Grade,783,3603762284,98245,EASTSOUND
,ORCHARD ACADEMY,MICHIGAN,MI,2601127,0,–,–,†,8102295145,48201,DETROIT
,ORCHARD ELEMENTARY,California,CA,628680,1,Kindergarten,8th Grade,815,4089440397,95131,San Jose
,ORCHARD FARM R-V,Missouri,MO,2923160,5,Prekindergarten,12th Grade,2154,6369255400,63301,Saint Charles
,ORCHARD PARK ACADEMY,OHIO,OH,3901597,1,Kindergarten,8th Grade,173,4403403202,44111,Cleveland
,ORCHARD PARK CENTRAL SCHOOL DISTRICT,New York,NY,3621900,6,Prekindergarten,12th Grade,4707,7162096280,14224,WEST SENECA
,ORCHARD PRAIRIE SCHOOL DISTRICT,Washington,WA,5306330,1,Kindergarten,7th Grade,80,5094679517,99217,SPOKANE
,ORCHARD VIEW SCHOOLS,Michigan,MI,2626760,5,Prekindergarten,12th Grade,2172,2317601310,49442,MUSKEGON
,ORCUTT UNION ELEMENTARY,California,CA,628710,9,Kindergarten,12th Grade,4842,8059388900,93455,Orcutt
,ORD PUBLIC SCHOOLS,Nebraska,NE,3174940,2,Prekindergarten,12th Grade,571,3087285013,68862,ORD
,ORE CITY ISD,Texas,TX,4833840,3,Prekindergarten,12th Grade,928,9039683300,75683,ORE CITY
,OREARVILLE R-IV,Missouri,MO,2927450,1,Kindergarten,8th Grade,52,6605292481,65349,SLATER
,OREGON CITY,Ohio,OH,3904460,6,Kindergarten,12th Grade,3391,4196930661,43616,Oregon
,OREGON CITY SD 62,Oregon,OR,4109330,14,Prekindergarten,12th Grade,7420,5037858000,97045,Oregon City
,OREGON CUSD 220,Illinois,IL,1730160,3,Prekindergarten,12th Grade,1390,8157322186,61061,Oregon
,OREGON DEPARTMENT OF EDUCATION,Oregon,OR,4100009,5,Prekindergarten,12th Grade,1020,5039475600,97310,Salem
,OREGON SCHOOL DISTRICT,Wisconsin,WI,5511100,8,Prekindergarten,12th Grade,4119,6088354000,53575,Oregon
,OREGON TRAIL SD 46,Oregon,OR,4110890,10,Prekindergarten,12th Grade,4351,5036685541,97055,Sandy
,OREGON-DAVIS SCHOOL CORP,Indiana,IN,1808460,2,Kindergarten,12th Grade,493,5748672111,46532,Hamlet
,OREGON-HOWELL R-III,Missouri,MO,2916860,2,Prekindergarten,12th Grade,232,4178675601,65692,KOSHKONONG
,ORENDA CHARTER SCHOOL,Texas,TX,4800235,5,Kindergarten,12th Grade,1848,5128693020,78628,GEORGETOWN
,ORICK ELEMENTARY,California,CA,628830,1,Kindergarten,8th Grade,21,7074882821,95555,Orick
,ORIENT PUBLIC SCHOOLS,Maine,ME,2309240,0,Kindergarten,12th Grade,0,2074482882,4424,Orient
,ORIENT SCHOOL DISTRICT,Washington,WA,5306360,1,Kindergarten,8th Grade,50,5096846873,99160,ORIENT
,ORIENT-MACKSBURG COMM SCHOOL DISTRICT,Iowa,IA,1921810,2,Prekindergarten,12th Grade,164,6413375061,50858,Orient
,ORINDA UNION ELEMENTARY,California,CA,628860,5,Kindergarten,8th Grade,2478,9252544901,94563,Orinda
,ORION ACADEMY,Ohio,OH,3900308,1,Kindergarten,8th Grade,466,5132516000,45214,Cincinnati
,ORION CUSD 223,Illinois,IL,1730200,3,Prekindergarten,12th Grade,978,3095263388,61273,Orion
,ORISKANY CENTRAL SCHOOL DISTRICT,New York,NY,3621960,2,Prekindergarten,12th Grade,591,3157682058,13424,ORISKANY
,ORLAND JOINT UNIFIED,California,CA,600045,6,Kindergarten,12th Grade,2244,5308651200,95963,Orland
,ORLAND SD 135,Illinois,IL,1730220,10,Prekindergarten,8th Grade,5048,7083643306,60462,Orland Park
,ORLEANS,Massachusetts,MA,2509210,1,Kindergarten,5th Grade,175,5082558800,2653,Orleans
,ORLEANS CENTRAL SUPERVISORY UNION,Vermont,VT,5099934,0,†,†,†,8027546945,5860,Orleans
,ORLEANS COMMUNITY SCHOOLS,Indiana,IN,1808490,2,Prekindergarten,12th Grade,864,8128652688,47452,Orleans
